Andrews watershed 2
Date	P	T	Q
510913	0	18.25	0
510914	0	19	0
510915	0	18.2	0
510916	0	17.6	0
510917	0	19.95	0
510918	0	17.9	0
510919	0	15.35	0
510920	0	14.05	0
510921	0	15.65	0
510922	0	12.45	0
510923	0	12.5	0
510924	0	13.55	0
510925	11.84148	7	0
510926	0	11.7	0
510927	0	12	0
510928	2.88036	8.1	0
510929	1.92024	8.9	0
510930	42.24528	11.9	0
511001	37.12464	13.012658514	0
511002	63.36792	12.4571029584444	0
511003	45.12564	11.3459918473333	0
511004	0	9.95710295844444	0
511005	0	7.73488073622222	0
511006	0	10.7904362917778	0
511007	0	13.012658514	0
511008	0	14.4015474028889	0
511009	0	14.5	0
511010	0	14.5	0
511011	20.48256	9.40154740288889	0
511012	32.96412	5.79043629177778	0
511013	0	10.2348807362222	0
511014	0	10.2348807362222	0
511015	56.007	6.34599184733333	0
511016	0	8.29043629177778	0
511017	0	5.23488073622222	0
511018	15.36192	6.5	0
511019	19.2024	6.62376962511111	0
511020	51.2064	8.84599184733333	0
511021	21.12264	7.17932518066667	0
511022	29.44368	5.79043629177778	0
511023	77.76972	6.62376962511111	0
511024	2.24028	4.95710295844444	0
511025	0	4.40154740288889	0
511026	0	4.40154740288889	0
511027	0	4.67932518066667	0
511028	0	7.73488073622222	0
511029	0	8.84599184733333	0
511030	0	3.84599184733333	0
511031	0	3.56821406955556	0
511101	0	2.59176616888889	0
511102	0	5	0
511103	0	6.48065505777778	0
511104	7.68096	7.31398839111111	0
511105	0	5.64732172444444	0
511106	0	6.75843283555556	0
511107	0	7.31398839111111	0
511108	0	8.42509950222222	0
511109	0	8.14732172444445	0
511110	0	5.92509950222222	0
511111	88.65108	7.03621061333333	0
511112	44.16552	6.48065505777778	0
511113	34.24428	6.20287728	0
511114	11.2014	3.70287728	0
511115	2.56032	3.70287728	0
511116	0	2.86954394666667	0
511117	0	4.25843283555556	0
511118	0	5.5	0
511119	3.2004	5.36954394666667	0
511120	0	4.53621061333333	0
511121	0	4.53621061333333	0
511122	0	2.86954394666667	0
511123	0	3.70287728	0
511124	0	2.03621061333333	0
511125	0	3.14732172444444	0
511126	36.48456	6.75843283555556	0
511127	14.4018	6.48065505777778	0
511128	0	7.5	0
511129	89.93124	8.14732172444445	0
511130	26.56332	8	0
511201	27.2034	8.04978038088889	0
511202	0	7.21644704755556	0
511203	66.88836	4.43866926977778	0
511204	31.68396	4.160891492	0
511205	43.52544	3.88311371422222	0
511206	0	3.60533593644444	0
511207	0	-1.67244184133333	0
511208	0	-1.5	0
511209	0	-1	0
511210	0	0.827558158666667	0
511211	0	2.49422482533333	0
511212	0	0.549780380888889	0
511213	0	0.549780380888889	0
511214	0	-1.39466406355556	0
511215	0	2.21644704755556	0
511216	0	1.38311371422222	0
511217	30.4038	2.49422482533333	0
511218	0	3.04978038088889	0
511219	0	2.77200260311111	0
511220	0	0.272002603111111	0
511221	93.45168	0.827558158666667	0
511222	0	3.60533593644444	0
511223	56.32704	3.32755815866667	0
511224	0	-0.839108508	0
511225	0	-3.06133073022222	0
511226	2.88036	-1.39466406355556	0
511227	13.44168	4.71644704755556	0
511228	0	3.60533593644444	0
511229	0	3.60533593644444	0
511230	0	-0.283552952444444	0
511231	75.52944	0.272002603111111	0
520101	0	-3.33543474522222	0
520102	0	-4.44654585633333	0
520103	0	-3.613212523	0
520104	15.36192	-1.39099030077778	0
520105	0	0.831231921444444	0
520106	0	1.386787477	0
520107	0	-0.557656967444444	0
520108	0	-0.835434745222222	0
520109	0	0.831231921444444	0
520110	0	1.66456525477778	0
520111	0	0.553454143666667	0
520112	0	-0.0021014118888889	0
520113	0	0.275676365888889	0
520114	18.56232	0.831231921444444	0
520115	0	0.275676365888889	0
520116	0	1.66456525477778	0
520117	0	-0.835434745222222	0
520118	0	0.831231921444444	0
520119	0	-0.557656967444444	0
520120	0	2.22012081033333	0
520121	48.32604	1.66456525477778	0
520122	26.88336	1.66456525477778	0
520123	23.04288	-0.279879189666667	0
520124	23.36292	1.94234303255556	0
520125	8.64108	2.77567636588889	0
520126	27.52344	2.22012081033333	0
520127	0	3.05345414366667	0
520128	0	4.99789858811111	0
520129	0	5.55345414366667	0
520130	0	7.49789858811111	0
520131	73.92924	6.66456525477778	0
520201	0	6.45104113333333	0
520202	0	4.50659668888889	0
520203	0	3.95104113333333	0
520204	91.85148	5.6177078	0
520205	0	4.50659668888889	0
520206	0	5.89548557777778	0
520207	0	6.45104113333333	0
520208	0	6.45104113333333	0
520209	0	7.5	0
520210	0	7.00659668888889	0
520211	4.48056	8.67326335555556	0
520212	17.28216	2.83993002222222	0
520213	0	-0.215625533333333	0
520214	0	1.17326335555556	0
520215	26.88336	3.67326335555556	0
520216	0	0.895485577777778	0
520217	0	0.0621522444444444	0
520218	27.2034	0.6177078	0
520219	8.64108	-1.60451442222222	0
520220	10.88136	-0.493403311111111	0
520221	0	-1.32673664444444	0
520222	36.8046	0.895485577777778	0
520223	0	3	0
520224	0	1.72881891111111	0
520225	0	6.45104113333333	0
520226	0	3.67326335555556	0
520227	0	5.89548557777778	0
520228	0	3.95104113333333	0
520229	0	2.56215224444444	0
520301	0	1.56999380988889	0
520302	0	-0.374450634555555	0
520303	23.04288	0.736660476555556	0
520304	0	2.40332714322222	0
520305	0	-0.0966728567777775	0
520306	0	0.181104921	0
520307	0	1.01443825433333	0
520308	0	4.62554936544444	0
520309	0	4.34777158766667	0
520310	0	2.681104921	0
520311	0	2.40332714322222	0
520312	0	2.681104921	0
520313	0	3.23666047655556	0
520314	0	3.51443825433333	0
520315	0	1.84777158766667	0
520316	0	4.34777158766667	0
520317	55.36692	4.62554936544444	0
520318	24.64308	5.5	0
520319	7.36092	4.5	0
520320	6.72084	2.40332714322222	0
520321	4.16052	1.29221603211111	0
520322	0	2.95888269877778	0
520323	0	6.84777158766667	0
520324	80.65008	4.06999380988889	0
520325	22.08276	6.01443825433333	0
520326	0	6.01443825433333	0
520327	0	7.681104921	0
520328	1.92024	10.181104921	0
520329	0	1.01443825433333	0
520330	34.88436	2.681104921	0
520331	0	3.23666047655556	0
520401	0	3.469335438	0
520402	20.48256	6.52489099355556	0
520403	0	9.6	0
520404	0	13.45	0
520405	0	15	0
520406	0	10.65	0
520407	0	6.7	0
520408	0	7.6	0
520409	0	9.1	0
520410	0	9.65	0
520411	0	11.15	0
520412	0	10.6	0
520413	1.92024	5.6	0
520414	13.44168	3.8	0
520415	0	5.35	0
520416	0	8.85	0
520417	0	12.75	0
520418	0	11.15	0
520419	9.92124	9	0
520420	0	9.15	0
520421	0	8.6	0
520422	0	13.9	0
520423	0	11.5	0
520424	0	10.1	0
520425	5.76072	10.5	0
520426	0	14.1	0
520427	0	11.05	0
520428	18.24228	3.75	0
520429	0.64008	6.75	0
520430	10.56132	9.7	0
520501	6.4008	6.85	0
520502	0	6.15	0
520503	0	6.9	0
520504	0	6.25	0
520505	0	6.95	0
520506	0	10.75	0
520507	0	10.75	0
520508	0	10.75	0
520509	0	10.45	0
520510	0	13.5033578324444	0
520511	0	12.9	0
520512	0	12.1	0
520513	17.28216	7.6	0
520514	10.24128	8.1	0
520515	0	12.1	0
520516	0	13.25	0
520517	0	14.3	0
520518	0	14.5	0
520519	6.08076	11.05	0
520520	3.84048	13.35	0
520521	0	11.8	0
520522	0	12.75	0
520523	0	15.05	0
520524	0	12.5	0
520525	0	13.5	0
520526	0	15.4	0
520527	0	16.9	0
520528	0.64008	13	0
520529	0	12.85	0
520530	0	10.1700244991111	0
520531	0	13.5033578324444	0
520601	0	9.71118827177778	0
520602	0	14.1556327162222	0
520603	0	16.5	0
520604	0	15.6	0
520605	0	15.25	0
520606	0	14.1	0
520607	0	17.3	0
520608	0	17.6	0
520609	0	14.9	0
520610	0.96012	10.95	0
520611	13.44168	6.05	0
520612	6.4008	7.9	0
520613	3.84048	9.5	0
520614	7.04088	11.3778549384444	0
520615	0	8.04452160511111	0
520616	0	10.8222993828889	0
520617	0	15.75	0
520618	0	16	0
520619	0	18.05	0
520620	0	9.65	0
520621	0	12.25	0
520622	0	13.85	0
520623	0	8.85	0
520624	0	12.7667438273333	0
520625	0	13.3	0
520626	0	15.15	0
520627	0	14.9889660495556	0
520628	0	16.45	0
520629	46.72584	15.8222993828889	0
520630	14.08176	12.4889660495556	0
520701	0	15.4	0
520702	0	16.65	0
520703	0	18.4	0
520704	0	20.9436304441111	0
520705	0	18.9991859996667	0
520706	0	15.55	0
520707	0	18.25	0
520708	0	21.6	0
520709	0	25.4	0
520710	0	20.4	0
520711	0	19.9	0
520712	0	18.9	0
520713	0	20.5	0
520714	0	21	0
520715	0	20.75	0
520716	0	19.25	0
520717	0	17.95	0
520718	0	16.1	0
520719	0	14.05	0
520720	0	14.05	0
520721	0	15.8	0
520722	0	17.6	0
520723	0	13.35	0
520724	0	17.3	0
520725	0	23.75	0
520726	0	21.2214082218889	0
520727	0	20.9436304441111	0
520728	0	16.65	0
520729	0	19.7	0
520730	0	19.95	0
520731	0	20.65	0
520801	0	20.65	0
520802	0	25.3	0
520803	0	22.018624772	0
520804	0	20.5	0
520805	0	16.4	0
520806	0	17.6	0
520807	0	17.35	0
520808	0	15.5	0
520809	0	18.1297358831111	0
520810	0	20.6297358831111	0
520811	0	20	0
520812	0	21.25	0
520813	0	17.75	0
520814	0	16.75	0
520815	0	15.95	0
520816	0	16.25	0
520817	0	16.7408469942222	0
520818	0	14.45	0
520819	0	13.25	0
520820	0	16.15	0
520821	0	15.3	0
520822	0	16.3	0
520823	0	21.7408469942222	0
520824	0	16.1852914386667	0
520825	0	14.6	0
520826	0	13.15	0
520827	0	13.8	0
520828	0	16.4	0
520829	0	15.05	0
520830	0	15.9075136608889	0
520831	0	15.85	0
520901	0	19	0
520902	0	20.3	0
520903	0	20.15	0
520904	0	16.25	0
520905	0	15.15	0
520906	0	15.8868648267778	0
520907	0	13.6646426045556	0
520908	20.16252	8.85	0
520909	12.48156	11.25	0
520910	0	11.5	0
520911	0	11.85	0
520912	0.64008	13.6646426045556	0
520913	0	12	0
520914	0	14.6	0
520915	0	15.8868648267778	0
520916	0	15.6	0
520917	0	17.7	0
520918	0	18.5	0
520919	0	20.05	0
520920	0	18.3	0
520921	0	17.8	0
520922	0	18.3	0
520923	0	17.65	0
520924	0	18.65	0
520925	0	20.45	0
520926	0	15.75	0
520927	0	11	0
520928	0	12.05	0
520929	0	13	0
520930	0	14.3	0
521001	0	18	0.182580266936943
521002	0	16.9	0.182580266936943
521003	0	16.1	0.182580266936943
521004	0	14.4	0.182580266936943
521005	0	16.7	0.182580266936943
521006	0	17.75	0.182580266936943
521007	0	14.55	0.182580266936943
521008	0	13.35	0.182580266936943
521009	0	13.3	0.182580266936943
521010	0	13.9	0.182580266936943
521011	0	13.8	0.166350909875882
521012	0	13.8	0.15012155281482
521013	0	12.25	0.15012155281482
521014	0	12.4	0.15012155281482
521015	0	12.55	0.15012155281482
521016	0	12.55	0.15012155281482
521017	0	14.9	0.15012155281482
521018	0	10.85	0.15012155281482
521019	0	13.75	0.15012155281482
521020	0	13.4	0.15012155281482
521021	0	11.65	0.137949535019024
521022	0	10.9	0.129834856488493
521023	0	8	0.129834856488493
521024	3.2004	10.25	0.129834856488493
521025	0	9.9	0.129834856488493
521026	0	7.8	0.129834856488493
521027	0	9.4	0.129834856488493
521028	0	7.55	0.129834856488493
521029	0	6.05	0.129834856488493
521030	1.92024	8.6	0.129834856488493
521031	0	15.8	0.129834856488493
521101	0	5.85	0.129834856488493
521102	0	5	0.129834856488493
521103	0	6	0.129834856488493
521104	0	6	0.129834856488493
521105	0	8	0.129834856488493
521106	0	6.75	0.129834856488493
521107	0	6.5	0.129834856488493
521108	0	7.05	0.129834856488493
521109	0	3.85	0.129834856488493
521110	2.88036	7.1	0.129834856488493
521111	8.001	6.6	0.267784391507517
521112	12.48156	5.5	0.458479336974991
521113	28.8036	4	0.705977032156181
521114	9.92124	3.45	0.539626122280299
521115	0	2.3	0.251555034446455
521116	0	1.25	0.15012155281482
521117	0	3.55	0.137949535019024
521118	0	1.55	0.113605499427431
521119	0	2.8	0.109548160162166
521120	0	4.1	0.109548160162166
521121	0	4.35	0.109548160162166
521122	0	4.8	0.0973761423663698
521123	0	1.1	0.0973761423663698
521124	0	0.3	0.089261463835839
521125	0	-0.2	0.089261463835839
521126	0	0	0.089261463835839
521127	0	-2.35	0.089261463835839
521128	0	-3.1	0.089261463835839
521129	0	-3.51934494222222	0.089261463835839
521130	0	-4.35267827555556	0.117662838692697
521201	38.4048	0.688669269777778	0.681632996564589
521202	22.4028	3.60533593644444	1.15634169060064
521203	9.6012	3.5	0.783066478196224
521204	18.88236	2.77200260311111	1.94346550806213
521205	20.8026	3.60533593644444	1.35109397533338
521206	0.64008	1.24422482533333	1.76494258039045
521207	0	1.79978038088889	5.23396765219238
521208	116.8146	1.79978038088889	2.02461229336744
521209	10.88136	0.85	2.06518568602009
521210	39.04488	2.49422482533333	7.90775422800228
521211	16.64208	4.99422482533333	9.62806607647482
521212	1.6002	5.8	10.1717495380204
521213	0	2.3	6.7798139122585
521214	0	1.75	4.68622685138155
521215	0	-0.4	3.40816498282294
521216	0	2.45	2.50743566593402
521217	0	1.1	2.07330036455062
521218	0	1.35	1.70408249141147
521219	0	3.88311371422222	1.58236231345351
521220	0	3.5	1.55396093859665
521221	50.88636	2.77200260311111	1.89477743687895
521222	0	1.79978038088889	3.33513287604817
521223	0	-0.4	2.50743566593402
521224	0	1.10533593644444	1.84608936569576
521225	0	0.549780380888889	1.3835526894555
521226	0	2.77200260311111	1.20097242251856
521227	0	2.21644704755556	1.10359628015219
521228	0	3.88311371422222	1.43629809990396
521229	43.2054	1.93866926977778	3.65160533873887
521230	0	1.4	4.84852042199216
521231	6.08076	5.82755815866667	3.81795624861475
530101	25.6032	3.75	6.04543550524546
530102	0	4.25	12.9550842739925
530103	39.36492	5	8.31348815452882
530104	0	3.55	6.36190796793616
530105	0	-1.7	4.73897226183
530106	2.56032	0.35	3.85447230200214
530107	31.04388	3.2	4.75114427962579
530108	29.76372	6.35	7.92804092432861
530109	56.007	7.1	20.5139073251819
530110	0	3.75	13.0686897734199
530111	53.44668	5.5	10.7478917136881
530112	21.44268	6	15.5112080111097
530113	26.24328	6.5	18.1444211942669
530114	7.68096	3.7	16.7608685048114
530115	4.16052	4.75	13.0078296844409
530116	65.92824	4.75	31.0061866651583
530117	53.12664	5.5	66.5200772540264
530118	122.57532	8.47012081033333	96.0088190339754
530119	24.96312	3.95	46.0426859822319
530120	40.96512	5.69234303255556	30.5395926496527
530121	6.4008	3.7	21.3740632494182
530122	22.4028	4.30345414366667	17.3288960019486
530123	0	5.8	14.553675944507
530124	0	5.55	9.86744909312548
530125	0	4	6.70678180548372
530126	44.8056	1.24789858811111	5.45306397251671
530127	0	1.386787477	4.65782547652469
530128	21.12264	1.35	7.43304553396623
530129	0	4.5	14.5009305340586
530130	34.56432	7.77567636588889	16.7365244692198
530131	21.76272	4.5	18.7002766736083
530201	0	5.05	16.8704166649736
530202	44.16552	3.7	20.7492330025673
530203	67.2084	5.47881891111111	39.0762344637712
530204	23.36292	4.45	24.7254254825274
530205	55.04688	2.97881891111111	29.6713220468859
530206	26.24328	3.4	34.686193378754
530207	0	7.28437446666667	23.7029759876805
530208	42.88536	3.67326335555556	19.4387124198866
530209	0	3.55	12.5168916333438
530210	0	3.3	8.54475649264895
530211	0	4.3	6.5688322704647
530212	0	2.55	5.36380250868087
530213	0	2.28437446666667	4.86069243978796
530214	0	2.45	4.54016263783199
530215	29.12364	2.28437446666667	4.30889429971187
530216	15.04188	2.42326335555556	8.36623356497727
530217	56.64708	2.56215224444444	23.3012994004192
530218	46.08576	0.6	13.0362310592978
530219	0	1.65	7.87529551388016
530220	0	2.15	6.28076118263085
530221	0	1.65	5.20962361660079
530222	7.36092	2.3	4.69028419064681
530223	0	2.8	4.10196999718333
530224	0	2.85	3.92750440877692
530225	0	3.9	3.84635762347161
530226	0	3.85	3.81795624861475
530227	0	1.5	3.9883644977559
530228	0	0.7	4.58885070901518
530301	0	1.55	4.26020622852868
530302	5.44068	2.25	3.91938973024639
530303	1.28016	5.65	3.61103194608621
530304	0	5.45	3.31484617972184
530305	0	5.5	3.1079218771933
530306	0	5.5	2.93345628878689
530307	0	8.1	2.75899070038048
530308	0	9.4	2.74276134331942
530309	0	8.05	2.73058932552362
530310	0	5.25	2.6981306114015
530311	9.28116	6.35	2.85636684274685
530312	24.32304	4	3.25804343000812
530313	0	1.5	3.03894710968379
530314	0	2.8	2.93751362805216
530315	0	4	3.14849526984596
530316	35.84448	3.51443825433333	4.61319474460677
530317	19.84248	2.45	4.94183922509327
530318	16.002	1.431104921	5.54638277561781
530319	4.8006	2.65	6.47551346736359
530320	24.64308	2.4	6.42276805691514
530321	0	1.29221603211111	7.73328863959587
530322	75.84948	2.4	16.7000084158324
530323	0	8.8	20.8547238234642
530324	8.64108	5.6	20.7614050203631
530325	2.88036	5.35	17.3897560909275
530326	0	5.65	12.6020957579144
530327	0	5.95	9.03569454374607
530328	0	2.4	7.39652948057884
530329	0	3	6.37002264646669
530330	20.16252	3.45	6.1468689868771
530331	0	4.25	5.78170845300321
530401	0	5.45	5.16905022394813
530402	0	8.1	4.64565345872889
530403	0	7.25	4.21557549661076
530404	0	5.65	3.84635762347161
530405	0	5.1	3.63943332094307
530406	9.28116	5.69155766022222	3.6718920350652
530407	10.88136	3	3.55017185710723
530408	0	3.2	3.31484617972184
530409	0	3.3	3.05923380601012
530410	0	5.35	2.88476821760371
530411	0	4	2.77927739670681
530412	0	3.5	3.15660994837649
530413	32.96412	3.75	3.89504569465479
530414	1.28016	6.85	3.89504569465479
530415	0	6.5	3.70840808845258
530416	5.12064	5.25	3.70840808845258
530417	12.48156	7.35	3.76115349890103
530418	0.64008	7.5	3.69217873139152
530419	0	10.85	3.67594937433046
530420	0	11.4	3.51365580371984
530421	0	12.9	3.30267416192604
530422	8.32104	7.9	3.15660994837649
530423	0	8	2.76710537891101
530424	0	11.5	2.46686227328137
530425	16.96212	12.35	2.18690586397806
530426	10.56132	8.35	2.13010311426434
530427	0	7.55	2.64132786168778
530428	4.48056	4.75	2.6981306114015
530429	15.36192	1.9	3.15255260911122
530430	14.72184	4.16377988244444	3.69217873139152
530501	8.32104	6.558913388	3.81389890934948
530502	0	6.83669116577778	3.57857323196409
530503	0	12.75	3.23369939441653
530504	0	17.6	2.94562830658269
530505	0	11.85	2.63321318315725
530506	0	19.6144689435556	2.43846089842451
530507	0	14.8922467213333	2.73058932552362
530508	0	8.50335783244445	2.96591500290901
530509	0	7.39224672133333	2.80767877156366
530510	48.96612	7.94780227688889	2.62915584389199
530511	0	7.39224672133333	2.3816581487108
530512	0	10.2	2.19907788177385
530513	0	14.6144689435556	1.86637606202209
530514	5.44068	8.85	1.65133708096302
530515	7.68096	13.45	1.67568111655461
530516	0	15.7	1.44441277843449
530517	0	13.05	1.36326599312918
530518	19.2024	12.6700244991111	2.41005952356765
530519	25.92324	10.308913388	2.70624528993203
530520	8.32104	8.7	3.14849526984596
530521	24.32304	5.3	3.99647917628643
530522	3.84048	7.1	4.10602733644859
530523	0	9.89224672133333	4.74708694036053
530524	0	6.00335783244444	4.85257776125743
530525	0	7.11446894355556	4.3170089782424
530526	34.24428	8.78113561022222	4.00459385481696
530527	0	10.7255800546667	5.38814654427246
530528	0	10.1700244991111	4.92966720729747
530529	25.6032	12.1144689435556	4.20746081808023
530530	0	9.89224672133333	3.65160533873887
530531	0	8.78113561022222	3.22152737662074
530601	5.76072	11.35	2.79956409303313
530602	1.92024	11.25	2.43846089842451
530603	0	9.3	2.10170173940748
530604	3.2004	13.3222993828889	1.87854807981788
530605	0	8.87785493844445	2.07330036455062
530606	0	10.5445216051111	2.67784391507517
530607	0	12.2111882717778	3.09574985939751
530608	56.007	9.98896604955556	3.20935535882494
530609	18.88236	9.9	3.24587141221233
530610	1.92024	13.65	2.86042418201211
530611	0	15.75	2.58858245123933
530612	0.96012	18.6000771606667	2.32079805973181
530613	0	11.933410494	1.99621091851058
530614	0	13.8778549384444	1.77711459818625
530615	0	13.35	1.61482102757563
530616	0	13.15	1.47281415329134
530617	0	14.5	1.29834856488493
530618	0	12.8	1.20097242251856
530619	2.56032	13.3222993828889	1.15228435133538
530620	0	13	1.11171095868272
530621	0	13.35	1.07519490529533
530622	0	12.55	1.04273619117321
530623	0	12.85	1.01839215558162
530624	0	11.15	0.945360048806841
530625	0	11.35	0.900729316888921
530626	0	14.9	0.896671977623656
530627	0	13.6000771606667	0.888557299093125
530628	0	13.5	0.888557299093125
530629	6.4008	12.95	0.860155924236267
530630	0	13.8778549384444	0.79523849599202
530701	0	14.25	0.738435746278305
530702	0	16.3	0.685690335829854
530703	0	15.75	0.681632996564589
530704	0	15.05	0.673518318034058
530705	0	16.7769637774444	0.661346300238262
530706	0	19.2769637774444	0.620772907585608
530707	0	19.65	0.59237153272875
530708	0.64008	18.6	0.535568783015034
530709	0	15.3	0.490938051097115
530710	0	18.65	0.486880711831849
530711	0	18.4	0.462536676240257
530712	0	17.35	0.454421997709726
530713	0	17.6	0.438192640648664
530714	0	16.75	0.438192640648664
530715	0	17.5	0.434135301383399
530716	0	18.2	0.430077962118133
530717	0	18.75	0.438192640648664
530718	0	18	0.438192640648664
530719	0	14.5	0.438192640648664
530720	0	14.8	0.438192640648664
530721	0	18.2	0.430077962118133
530722	0	13.8	0.421963283587603
530723	0	13.75	0.421963283587603
530724	0	13.2	0.413848605057072
530725	0	16.2	0.409791265791806
530726	0	13.75	0.409791265791806
530727	0	15.3	0.401676587261276
530728	0	16.35	0.393561908730745
530729	0	15.3	0.393561908730745
530730	0	14.5	0.385447230200214
530731	0	14.55	0.377332551669683
530801	0	15.8	0.377332551669683
530802	0	17.05	0.373275212404418
530803	0	16.55	0.365160533873887
530804	0.32004	15.95	0.365160533873887
530805	0	18.85	0.365160533873887
530806	0	20.1	0.357045855343356
530807	0	18.25	0.348931176812825
530808	0	19.85	0.348931176812825
530809	0	15.75	0.34487383754756
530810	0	19	0.336759159017029
530811	0	20.3	0.336759159017029
530812	0	20.25	0.328644480486498
530813	0	20.8	0.320529801955967
530814	0	18.4	0.320529801955967
530815	0	15.4	0.316472462690702
530816	0	16.55	0.308357784160171
530817	0	16.6	0.308357784160171
530818	0	16.85	0.30024310562964
530819	0	18.6	0.296185766364375
530820	0	15.95	0.296185766364375
530821	0	15.5	0.259669712976986
530822	0	15.3	0.215038981059067
530823	0	14.75	0.235325677385394
530824	7.36092	11.75	0.275899070038048
530825	5.44068	10.15	0.835811888644674
530826	45.12564	13.25	1.22531645811015
530827	5.44068	15.35	0.482823372566584
530828	3.2004	14.35	0.568027497137157
530829	20.48256	13.85	0.523396765219238
530830	0	12.25	0.348931176812825
530831	0	11.9	0.30024310562964
530901	0	17.3	0.308357784160171
530902	0	18.1	0.304300444894906
530903	0	17.95	0.288071087833844
530904	0	18.75	0.288071087833844
530905	0	19.25	0.267784391507517
530906	0	21	0.255612373711721
530907	0	19.85	0.243440355915925
530908	0	18.55	0.243440355915925
530909	0	16.6	0.267784391507517
530910	0	19.75	0.263727052242252
530911	0	17.35	0.259669712976986
530912	0	17.55	0.243440355915925
530913	0	16.65	0.223153659589598
530914	0	18.4	0.219096320324332
530915	0	17.35	0.219096320324332
530916	0	13.1	0.206924302528536
530917	0	11.45	0.210981641793801
530918	0	16.15	0.223153659589598
530919	0	15.3	0.227210998854863
530920	0	16.9	0.219096320324332
530921	0	12.4	0.198809623998005
530922	0	14	0.19475228473274
530923	0	14.65	0.198809623998005
530924	0	13.3	0.223153659589598
530925	0	11.45	0.223153659589598
530926	0	11.45	0.227210998854863
530927	0	13.05	0.219096320324332
530928	11.2014	11.2	0.328644480486498
530929	0	9.55	0.219096320324332
530930	0	10.05	0.876385281297328
531001	0	7.05	0.685690335829854
531002	0	8.75	0.421963283587603
531003	0	7.73488073622222	0.267784391507517
531004	0	11	0.223153659589598
531005	0	12.05	0.210981641793801
531006	0	12.75	0.190694945467474
531007	0	13	0.178522927671678
531008	0	10.8	0.182580266936943
531009	0	11.5	0.182580266936943
531010	0	11.6237696251111	0.823639870848878
531011	0	11.8	0.430077962118133
531012	0	8.85	0.369217873139152
531013	0	10.75	0.336759159017029
531014	0	11.75	0.304300444894906
531015	0	10.2348807362222	0.288071087833844
531016	0	8.5	0.304300444894906
531017	0	9	0.572084836402423
531018	0	9.40154740288889	1.85826138349156
531019	55.68696	8.2	0.823639870848878
531020	3.84048	9.12376962511111	0.551798140076096
531021	0	6.90154740288889	0.511224747423442
531022	0	5.512658514	0.438192640648664
531023	0	6.90154740288889	0.39761924799601
531024	0	7.17932518066667	0.39761924799601
531025	0	4.67932518066667	0.377332551669683
531026	0	7.17932518066667	0.405733926526541
531027	0	9.12376962511111	0.401676587261276
531028	0	10.512658514	0.409791265791806
531029	0	11.3459918473333	0.409791265791806
531030	0	7.45710295844444	0.409791265791806
531031	0	8.56821406955556	0.409791265791806
531101	13.76172	10.6473217244444	0.474708694036053
531102	0	6.2	0.417905944322337
531103	0	6	0.417905944322337
531104	0	6.20287728	0.421963283587603
531105	0	7.59176616888889	0.450364658444461
531106	38.4048	8.14732172444445	3.18906866249861
531107	0	6.20287728	1.24154581517122
531108	0	8.70287728	0.916958673949983
531109	0	8.70287728	0.722206389217243
531110	0	7.03621061333333	0.705977032156181
531111	12.8016	7.5	0.69786235362565
